City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
198,santiago de cao,-7.9589,-79.2392,24.07,83,100,2.57,PE,1707717677
199,lihue,21.9789,-159.3672,23.58,78,0,1.54,US,1707717880
200,kosh-agach,50.0,88.6667,-12.61,75,74,0.89,RU,1707717880
201,sao joao da barra,-21.6403,-41.0511,23.95,91,3,5.15,BR,1707717880
202,yeniseysk,58.4497,92.1703,-15.03,91,100,4.02,RU,1707717881
203,rio grande,-32.035,-52.0986,23.86,88,33,2.53,BR,1707717881
204,alpine,32.835,-116.7664,9.36,68,0,2.06,US,1707717881
205,sao francisco,-15.9486,-44.8644,19.35,93,29,1.15,BR,1707717837
206,happy valley-goose bay,53.3168,-60.3315,0.17,100,100,2.57,CA,1707717619
207,mozarlandia,-14.7447,-50.5706,20.87,96,100,0.73,BR,1707717881
208,nelson,-41.2833,173.2833,16.76,68,70,3.41,NZ,1707717881
209,sorong,-0.8833,131.25,29.2,72,81,7.14,ID,1707717666
210,nizhneudinsk,54.9076,99.0276,-8.67,70,91,4.55,RU,1707717881
211,tynda,55.1667,124.7167,-12.88,82,100,1.37,RU,1707717882
212,aduthurai,11.0154,79.4809,29.53,50,49,5.34,IN,1707717882
213,fisterra,42.9049,-9.2629,12.08,76,69,7.14,ES,1707717882
214,nuuk,64.1835,-51.7216,-13.66,78,75,7.2,GL,1707717882
215,tilaran,10.4703,-84.9671,22.82,94,70,2.25,CR,1707717882
216,iskateley,67.6803,53.1512,-33.32,100,27,1.79,RU,1707717882
